[Sample ID]	[Taxon]	[Kingdom/SuperKingdom]	[Phylum]	[Class]	[Order]	[Family]	[Genus]	[Species]	[Relative Abundance]	[Absolute Abundance]	
MBSMPL0020-6-239	841	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	N/A	0.000366233290606116	10	
MBSMPL0020-6-239	301302	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	Roseburia faecis	0.000439479948727339	12	
MBSMPL0020-6-239	189330	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea	N/A	0.0001098699871818348	3	
MBSMPL0020-6-239	39486	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea	Dorea formicigenerans	0.0000732466581212232	2	
MBSMPL0020-6-239	28050	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospira	N/A	0.0001464933162424464	4	
MBSMPL0020-6-239	33042	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus	N/A	0.0002563633034242808	7	
MBSMPL0020-6-239	572511	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	N/A	0.0002929866324848924	8	
MBSMPL0020-6-239	33038	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	[Ruminococcus] gnavus	0.000329609961545504	9	
MBSMPL0020-6-239	33035	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia producta	0.0000732466581212232	2	
MBSMPL0020-6-239	91061	Bacteria	Firmicutes	Bacilli	N/A	N/A	N/A	N/A	0.000146493316242446	4	
MBSMPL0020-6-239	1385	Bacteria	Firmicutes	Bacilli	Bacillales	N/A	N/A	N/A	0.0000366233290606116	1	
MBSMPL0020-6-239	1279	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	N/A	0.0000366233290606116	1	
MBSMPL0020-6-239	1280	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus	0.0065189525727888616	178	
MBSMPL0020-6-239	1386	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	N/A	0.0000732466581212232	2	
MBSMPL0020-6-239	186818	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	N/A	N/A	0.0001098699871818348	3	
MBSMPL0020-6-239	186826	Bacteria	Firmicutes	Bacilli	Lactobacillales	N/A	N/A	N/A	0.0000366233290606116	1	
MBSMPL0020-6-239	1350	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	N/A	0.00021973997436367	6	
MBSMPL0020-6-239	1578	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	N/A	0.0012085698590001828	33	
MBSMPL0020-6-239	147802	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus iners	0.000402856619666728	11	
MBSMPL0020-6-239	57037	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus zeae	0.00175791979490936	48	
MBSMPL0020-6-239	1301	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	N/A	0.0425563083684306404	1162	
MBSMPL0020-6-239	68892	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus infantis	0.0000366233290606116	1	
MBSMPL0020-6-239	29389	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus alactolyticus	0.0000732466581212232	2	
MBSMPL0020-6-239	1357	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	N/A	0.0000366233290606116	1	
MBSMPL0020-6-239	128827	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	N/A	N/A	0.0001464933162424464	4	
MBSMPL0020-6-239	31971	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	N/A	[Eubacterium] dolichum	0.0000732466581212232	2	
MBSMPL0020-6-239	100883	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Coprobacillus	N/A	0.0000366233290606116	1	
MBSMPL0020-6-239	191303	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Turicibacter	N/A	0.000146493316242446	4	
MBSMPL0020-6-239	84107	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	N/A	N/A	0.0001464933162424464	4	
MBSMPL0020-6-239	74426	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella aerofaciens	0.000366233290606116	10	
MBSMPL0020-6-239	31953	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	N/A	N/A	0.0015748031496063016	43	
MBSMPL0020-6-239	2701	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Gardnerella	N/A	0.0000732466581212232	2	
MBSMPL0020-6-239	1678	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	N/A	0.010767258743819809	294	
MBSMPL0020-6-239	1681	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium bifidum	0.0000732466581212232	2	
MBSMPL0020-6-239	1680	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium adolescentis	0.468009522065555621	12779	
MBSMPL0020-6-239	196081	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Scardovia	N/A	0.0000366233290606116	1	
MBSMPL0020-6-239	1883	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	N/A	0.0000366233290606116	1	
MBSMPL0020-6-239	1716	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	N/A	0.000109869987181835	3	
MBSMPL0020-6-239	36739	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Dermabacteraceae	Dermabacter	N/A	0.0000366233290606116	1	
MBSMPL0020-6-239	46353	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Agrococcus	Agrococcus jenensis	0.000256363303424281	7	
MBSMPL0020-6-239	57494	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Nesterenkonia	N/A	0.0000366233290606116	1	
MBSMPL0020-6-239	32207	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Rothia	N/A	0.0000732466581212232	2	
MBSMPL0020-6-239	43675	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Rothia	Rothia mucilaginosa	0.0039919428676066664	109	
MBSMPL0020-6-239	2047	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Rothia	Rothia dentocariosa	0.0000366233290606116	1	
MBSMPL0020-6-264	823	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides	Parabacteroides distasonis	0.00008181632235631	2	
MBSMPL0020-6-264	816	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	N/A	0.0002454489670689302	6	
MBSMPL0020-6-264	817	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis	0.000040908161178155	1	
MBSMPL0020-6-264	1236	Bacteria	Proteobacteria	Gammaproteobacteria	N/A	N/A	N/A	N/A	0.00016363264471262	4	
MBSMPL0020-6-264	729	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Haemophilus parainfluenzae	0.000040908161178155	1	
MBSMPL0020-6-264	32033	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	N/A	N/A	0.000040908161178155	1	
MBSMPL0020-6-264	40323	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	N/A	0.000040908161178155	1	
MBSMPL0020-6-264	551	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Erwinia	N/A	0.000040908161178155	1	
MBSMPL0020-6-264	703	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	N/A	Plesiomonas	Plesiomonas shigelloides	0.000040908161178155	1	
MBSMPL0020-6-264	543	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	N/A	N/A	0.6652076089179796602	16261	
MBSMPL0020-6-264	570	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	N/A	0.00008181632235631	2	
MBSMPL0020-6-264	590	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	N/A	0.0539987727551647	1320	
MBSMPL0020-6-264	28901	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica	0.0000818163223563101	2	
MBSMPL0020-6-264	547	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	N/A	0.00008181632235631	2	
MBSMPL0020-6-264	613	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Serratia	N/A	0.00707711188382082	173	
MBSMPL0020-6-264	468	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	N/A	N/A	0.000040908161178155	1	
MBSMPL0020-6-264	469	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	N/A	0.001063612190632031	26	
MBSMPL0020-6-264	135621	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	N/A	N/A	0.001922683575373285	47	
MBSMPL0020-6-264	286	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	N/A	0.000040908161178155	1	
MBSMPL0020-6-264	872	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	N/A	0.00040908161178155	10	
MBSMPL0020-6-264	29465	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	N/A	0.00016363264471262	4	
MBSMPL0020-6-264	39778	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella dispar	0.0605440785436694611	1480	
MBSMPL0020-6-264	29466	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella parvula	0.01468602986295765	359	
MBSMPL0020-6-264	906	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Megasphaera	N/A	0.0000818163223563101	2	
MBSMPL0020-6-264	541000	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	N/A	N/A	0.000040908161178155	1	
MBSMPL0020-6-264	1263	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	N/A	0.00008181632235631	2	
MBSMPL0020-6-264	31979	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	N/A	N/A	0.000122724483534465	3	
MBSMPL0020-6-264	1485	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	N/A	0.000204540805890775	5	
MBSMPL0020-6-264	137838	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium neonatale	0.00024544896706893	6	
MBSMPL0020-6-264	186804	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	N/A	N/A	0.000040908161178155	1	
MBSMPL0020-6-264	186803	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	N/A	N/A	0.0003272652894252401	8	
MBSMPL0020-6-264	189330	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea	N/A	0.000449989772959705	11	
MBSMPL0020-6-264	33042	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus	N/A	0.000040908161178155	1	
MBSMPL0020-6-264	572511	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	N/A	0.000040908161178155	1	
MBSMPL0020-6-264	33038	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	[Ruminococcus] gnavus	0.0001227244835344651	3	
MBSMPL0020-6-264	33035	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia producta	0.1559419104111273152	3812	
MBSMPL0020-6-264	44249	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	N/A	0.000040908161178155	1	
MBSMPL0020-6-264	1280	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus	0.000040908161178155	1	
MBSMPL0020-6-264	704093	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Anaerobacillus	N/A	0.0000818163223563101	2	
MBSMPL0020-6-264	186818	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	N/A	N/A	0.000040908161178155	1	
MBSMPL0020-6-264	186820	Bacteria	Firmicutes	Bacilli	Bacillales	Listeriaceae	N/A	N/A	0.00139087748005727	34	
MBSMPL0020-6-264	186826	Bacteria	Firmicutes	Bacilli	Lactobacillales	N/A	N/A	N/A	0.00016363264471262	4	
MBSMPL0020-6-264	81852	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	N/A	N/A	0.0000818163223563101	2	
MBSMPL0020-6-264	1350	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	N/A	0.0264675802822663311	647	
MBSMPL0020-6-264	1301	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	N/A	0.0067498465943955801	165	
MBSMPL0020-6-264	128827	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	N/A	N/A	0.000122724483534465	3	
MBSMPL0020-6-264	1380	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Atopobiaceae	Atopobium	N/A	0.0000818163223563101	2	
MBSMPL0020-6-264	1678	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	N/A	0.00008181632235631	2	
MBSMPL0020-6-264	1681	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium bifidum	0.000040908161178155	1	
MBSMPL0020-6-264	1680	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium adolescentis	0.000613622417672326	15	
MBSMPL0020-6-264	43675	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Rothia	Rothia mucilaginosa	0.000040908161178155	1	
MBSMPL0020-6-264	2047	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Rothia	Rothia dentocariosa	0.0000818163223563101	2	
MBSMPL0020-6-288	823	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides	Parabacteroides distasonis	0.000206996481059822	4	
MBSMPL0020-6-288	816	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	N/A	0.0002587456013247775	5	
MBSMPL0020-6-288	817	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis	0.0002069964810598215	4	
MBSMPL0020-6-288	171550	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	N/A	N/A	0.000155247360794866	3	
MBSMPL0020-6-288	724	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	N/A	0.000103498240529911	2	
MBSMPL0020-6-288	583	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Proteus	N/A	0.0000517491202649555	1	
MBSMPL0020-6-288	543	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	N/A	N/A	0.0007762368039743325	15	
MBSMPL0020-6-288	469	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	N/A	0.0000517491202649555	1	
MBSMPL0020-6-288	286	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	N/A	0.000103498240529911	2	
MBSMPL0020-6-288	194	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	N/A	0.000413992962119644	8	
MBSMPL0020-6-288	39948	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Dialister	N/A	0.0000517491202649555	1	
MBSMPL0020-6-288	29465	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	N/A	0.0859035396398261555	1660	
MBSMPL0020-6-288	39778	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella dispar	0.036845373628648299	712	
MBSMPL0020-6-288	52226	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Mitsuokella	Mitsuokella multacida	0.0000517491202649555	1	
MBSMPL0020-6-288	186802	Bacteria	Firmicutes	Clostridia	Clostridiales	N/A	N/A	N/A	0.001086731525564065	21	
MBSMPL0020-6-288	1263	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	N/A	0.000103498240529911	2	
MBSMPL0020-6-288	119852	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira	N/A	0.000362243841854688	7	
MBSMPL0020-6-288	31979	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	N/A	N/A	0.0094700890084868525	183	
MBSMPL0020-6-288	1485	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	N/A	0.03798385427447731	734	
MBSMPL0020-6-288	137838	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium neonatale	0.0618401987166218	1195	
MBSMPL0020-6-288	1502	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium perfringens	0.0035706892982819275	69	
MBSMPL0020-6-288	186804	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	N/A	N/A	0.010660318774580832	206	
MBSMPL0020-6-288	186803	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	N/A	N/A	0.1450010349824051745	2802	
MBSMPL0020-6-288	189330	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea	N/A	0.3110639619126474255	6011	
MBSMPL0020-6-288	33042	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus	N/A	0.0000517491202649555	1	
MBSMPL0020-6-288	265975	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Oribacterium	N/A	0.0000517491202649555	1	
MBSMPL0020-6-288	572511	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	N/A	0.000103498240529911	2	
MBSMPL0020-6-288	33038	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	[Ruminococcus] gnavus	0.0461084661560753315	891	
MBSMPL0020-6-288	91061	Bacteria	Firmicutes	Bacilli	N/A	N/A	N/A	N/A	0.000103498240529911	2	
MBSMPL0020-6-288	1386	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	N/A	0.0000517491202649555	1	
MBSMPL0020-6-288	704093	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Anaerobacillus	N/A	0.0000517491202649555	1	
MBSMPL0020-6-288	186818	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	N/A	N/A	0.000258745601324777	5	
MBSMPL0020-6-288	186820	Bacteria	Firmicutes	Bacilli	Bacillales	Listeriaceae	N/A	N/A	0.000155247360794866	3	
MBSMPL0020-6-288	186826	Bacteria	Firmicutes	Bacilli	Lactobacillales	N/A	N/A	N/A	0.0000517491202649555	1	
MBSMPL0020-6-288	1350	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	N/A	0.0031049472158973335	60	
MBSMPL0020-6-288	1578	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	N/A	0.002069964810598221	40	
MBSMPL0020-6-288	117563	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella	N/A	0.000258745601324777	5	
MBSMPL0020-6-288	1301	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	N/A	0.061012212792382563	1179	
MBSMPL0020-6-288	29389	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus alactolyticus	0.00315669633616229	61	
MBSMPL0020-6-288	150055	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus lutetiensis	0.0001552473607948665	3	
MBSMPL0020-6-288	128827	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	N/A	N/A	0.0751914717449803765	1453	
MBSMPL0020-6-288	31971	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	N/A	[Eubacterium] dolichum	0.00238045953218795	46	
MBSMPL0020-6-288	84112	Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Eggerthella	Eggerthella lenta	0.0000517491202649555	1	
MBSMPL0020-6-288	1380	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Atopobiaceae	Atopobium	N/A	0.0000517491202649555	1	
MBSMPL0020-6-288	31953	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	N/A	N/A	0.000103498240529911	2	
MBSMPL0020-6-288	1678	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	N/A	0.0060546470709997865	117	
MBSMPL0020-6-288	1681	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium bifidum	0.0000517491202649555	1	
MBSMPL0020-6-288	1680	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium adolescentis	0.076485199751604166	1478	
MBSMPL0020-6-288	28025	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium animalis	0.0141275098323329	273	
MBSMPL0020-6-288	196081	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Scardovia	N/A	0.0000517491202649555	1	
MBSMPL0020-6-288	1654	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	N/A	0.000776236803974332	15	
MBSMPL0020-6-288	32207	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Rothia	N/A	0.0000517491202649555	1	
MBSMPL0020-6-288	43675	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Rothia	Rothia mucilaginosa	0.0015007244876837055	29	
MBSMPL0020-6-288	2047	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Rothia	Rothia dentocariosa	0.0000517491202649555	1	
MBSMPL0020-6-289	816	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	N/A	0.2481472740146329622	5257	
MBSMPL0020-6-289	820	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides uniformis	0.0000472032098182676	1	
MBSMPL0020-6-289	817	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis	0.3668633467075758856	7772	
MBSMPL0020-6-289	28116	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides ovatus	0.0000944064196365352	2	
MBSMPL0020-6-289	171550	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	N/A	N/A	0.0000944064196365352	2	
MBSMPL0020-6-289	416916	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Aggregatibacter	N/A	0.0000472032098182676	1	
MBSMPL0020-6-289	729	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Haemophilus parainfluenzae	0.0000472032098182676	1	
MBSMPL0020-6-289	543	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	N/A	N/A	0.125607741326410087	2661	
MBSMPL0020-6-289	570	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	N/A	0.0009912674061836203	21	
MBSMPL0020-6-289	590	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	N/A	0.000283219258909606	6	
MBSMPL0020-6-289	28901	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica	0.0000472032098182676	1	
MBSMPL0020-6-289	469	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	N/A	0.0000472032098182676	1	
MBSMPL0020-6-289	40544	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Sutterella	N/A	0.0000472032098182676	1	
MBSMPL0020-6-289	39778	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella dispar	0.0000944064196365352	2	
MBSMPL0020-6-289	29466	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella parvula	0.0000472032098182676	1	
MBSMPL0020-6-289	906	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Megasphaera	N/A	0.0925182912438045759	1960	
MBSMPL0020-6-289	186802	Bacteria	Firmicutes	Clostridia	Clostridiales	N/A	N/A	N/A	0.0000472032098182676	1	
MBSMPL0020-6-289	541000	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	N/A	N/A	0.0000472032098182676	1	
MBSMPL0020-6-289	853	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	Faecalibacterium prausnitzii	0.000141609629454803	3	
MBSMPL0020-6-289	119852	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira	N/A	0.0000472032098182676	1	
MBSMPL0020-6-289	31979	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	N/A	N/A	0.0108567382582015411	230	
MBSMPL0020-6-289	1485	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	N/A	0.0001888128392730705	4	
MBSMPL0020-6-289	137838	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium neonatale	0.120934623554402	2562	
MBSMPL0020-6-289	1502	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium perfringens	0.0000472032098182676	1	
